,AVG_KD,SIG_STR_PCT,TD_PCT,HEAD_PCT,LEG_PCT,clusters,cluster
2490,0.125,0.37375,0.125,0.467889908,0.736842105,0,pink
2491,0.0,0.36,0.415,0.385964912,0.0,2,dark purple
2492,0.28125,0.4834375,0.21875,0.326666667,0.666666667,0,pink
2493,0.0,0.290625,0.5,0.422018349,1.0,0,pink
2494,0.0625,0.526875,0.4375,0.520408163,0.285714286,0,pink
2495,0.0,0.2125,0.36375,0.357923497,0.0,2,dark purple
2496,0.25,0.5925,0.375,0.586206897,0.5,0,pink
2497,0.0,0.0,0.0,0.0,0.0,2,dark purple
2498,0.0,0.0,0.0,0.0,0.0,2,dark purple
2499,0.0,0.155625,0.4375,0.75,0.5,0,pink
2500,0.0,0.0,0.0,0.0,0.0,2,dark purple
2501,0.0,0.40625,0.5,0.577777778,1.0,0,pink
2502,0.5,0.435,0.25,0.606060606,0.0,2,dark purple
2503,0.0,0.445625,0.490625,0.492957746,0.72,0,pink
2504,0.5,0.315,0.0,0.326530612,0.0,2,dark purple
2505,0.0,0.0,0.0,0.0,0.0,2,dark purple
2506,0.0,0.3175,0.5,0.64516129,0.0,2,dark purple
2507,0.0,0.0,0.0,0.0,0.0,2,dark purple
2508,0.0,0.32734375,0.42578125,0.465620329,0.135231317,2,dark purple
2509,0.0,0.0,0.0,0.0,0.0,2,dark purple
2510,0.0,0.345,0.35,1.0,0.666666667,0,pink
2511,0.0,0.0,0.0,0.0,0.0,2,dark purple
2512,0.0,0.0,0.0,0.0,0.0,2,dark purple
2513,0.25,0.3625,0.25,0.563636364,0.923076923,0,pink
2514,0.0,0.0,0.0,0.0,0.0,2,dark purple
2515,0.5,0.75,0.25,0.75,0.5,1,purple
2516,0.0,0.0,0.0,0.0,0.0,2,dark purple
2517,0.0,0.0,0.0,0.0,0.0,2,dark purple
2518,0.0,0.54625,0.0,0.658536585,0.454545455,0,pink
2519,0.0,0.6225,0.5,0.75,0.5,0,pink
2520,0.0,0.495,0.5,0.615384615,0.333333333,0,pink
2521,0.25,0.6125,0.25,0.510204082,1.0,0,pink
2522,0.0,0.0,0.0,0.0,0.0,2,dark purple
